[2022-12-11 19:31:49,939] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.2/lib/python3.7/site-packages/multiqc_config.yaml
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R3.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R4.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R3.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_pos_R4.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,468] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'Elav_neg.mRp.clN.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,469] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'Elav_pos.mRp.clN.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,470] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'Fox_neg.mRp.clN.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,471] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'Fox_pos.mRp.clN.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,473] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'Ncol_neg.mRp.clN.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,474] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'Ncol_pos.mRp.clN.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,478] multiqc.modules.base_module                        [DEBUG  ]  featurecounts - Skipping 'consensus_peaks.mLb.clN.featureCounts.txt.summary' as it didn't match the path_filters for 'MERGED REP: featureCounts'
[2022-12-11 19:32:33,478] multiqc.modules.base_module                        [DEBUG  ]  featurecounts - Selecting 'consensus_peaks.mRp.clN.featureCounts.txt.summary' as it matched the path_filters for 'MERGED REP: featureCounts'
[2022-12-11 19:32:33,481] multiqc.modules.featureCounts.feature_counts       [INFO   ]  Found 22 reports
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_count' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_frip_score' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_annotation' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_featurecounts' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_pca' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_clustering' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_count' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_frip_score' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_annotation' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_featurecounts' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_pca' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_clustering' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-atacseq-summary' not found for module 'LIB: FastQC (raw)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_count' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_frip_score' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_annotation' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_featurecounts' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_pca' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_clustering' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_count' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_frip_score' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_annotation' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_featurecounts' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_pca' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_clustering' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-atacseq-summary' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_count' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,505] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_frip_score' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_annotation' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_featurecounts' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_pca' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_clustering' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_count' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_frip_score' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_annotation' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_featurecounts' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_pca' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_clustering' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-atacseq-summary' not found for module 'LIB: FastQC (trimmed)'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_count' not found for module 'LIB: SAMTools'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_frip_score' not found for module 'LIB: SAMTools'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_annotation' not found for module 'LIB: SAMTools'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_featurecounts' not found for module 'LIB: SAMTools'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_pca' not found for module 'LIB: SAMTools'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_clustering' not found for module 'LIB: SAMTools'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_count' not found for module 'LIB: SAMTools'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_frip_score' not found for module 'LIB: SAMTools'.
[2022-12-11 19:32:33,506] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_annotation' not found for module 'LIB: SAMTools'.
