PeakID (cmd=annotatePeaks.pl Fox_neg_R2.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_neg_R2.mLb.clN_peak_15135	NC_064047.1	10837500	10837892	+	43	NA	TTS (Nvec_vc1.1_LOC5504721)	-TTS (Nvec_vc1.1_LOC5504721)	1497	Nvec_vc1.1_LOC5504721	Nvec_vc1.1_LOC5504721	Nvec_vc1.1_XM_001625551			LOC5504721			NA
Fox_neg_R2.mLb.clN_peak_8910	NC_064041.1	2034016	2034337	+	43	NA	intron (Nvec_vc1.1_LOC5501970, intron 25 of 27)	-intron (Nvec_vc1.1_LOC5501970, intron 25 of 27)	28877	Nvec_vc1.1_LOC5501970	Nvec_vc1.1_LOC5501970	Nvec_vc1.1_XM_048730973			LOC5501970			NA
Fox_neg_R2.mLb.clN_peak_2115	NC_064035.1	11417338	11417716	+	43	NA	intron (Nvec_vc1.1_LOC116604334, intron 24 of 28)	-intron (Nvec_vc1.1_LOC116604334, intron 24 of 28)	-6495	Nvec_vc1.1_LOC125561016	Nvec_vc1.1_LOC125561016	Nvec_vc1.1_XM_048723771			LOC125561016			NA
Fox_neg_R2.mLb.clN_peak_8873	NC_064041.1	1526290	1526769	+	43	NA	intron (Nvec_vc1.1_LOC125570194, intron 1 of 2)	-intron (Nvec_vc1.1_LOC125570194, intron 1 of 2)	2260	Nvec_vc1.1_LOC125570194	Nvec_vc1.1_LOC125570194	Nvec_vc1.1_XM_048731467			LOC125570194			NA
Fox_neg_R2.mLb.clN_peak_13380	NC_064045.1	10509037	10509311	+	43	NA	intron (Nvec_vc1.1_LOC5501798, intron 1 of 6)	-intron (Nvec_vc1.1_LOC5501798, intron 1 of 6)	428	Nvec_vc1.1_LOC5501798	Nvec_vc1.1_LOC5501798	Nvec_vc1.1_XM_032370105			LOC5501798			NA
Fox_neg_R2.mLb.clN_peak_11293	NC_064043.1	7380587	7380989	+	43	NA	intron (Nvec_vc1.1_LOC5521915, intron 1 of 26)	-intron (Nvec_vc1.1_LOC5521915, intron 1 of 26)	961	Nvec_vc1.1_LOC5521915	Nvec_vc1.1_LOC5521915	Nvec_vc1.1_XM_048733359			LOC5521915			NA
Fox_neg_R2.mLb.clN_peak_12879	NC_064045.1	1977226	1977442	+	43	NA	Intergenic	Intergenic	-3391	Nvec_vc1.1_LOC125557474	Nvec_vc1.1_LOC125557474	Nvec_vc1.1_XM_048720118			LOC125557474			NA
Fox_neg_R2.mLb.clN_peak_12797	NC_064044.1	16229168	16229513	+	43	NA	intron (Nvec_vc1.1_LOC116619400, intron 1 of 2)	-intron (Nvec_vc1.1_LOC116619400, intron 1 of 2)	6652	Nvec_vc1.1_LOC116619400	Nvec_vc1.1_LOC116619400	Nvec_vc1.1_XM_048734265			LOC116619400			NA
Fox_neg_R2.mLb.clN_peak_3892	NC_064036.1	15314087	15314724	+	43	NA	exon (Nvec_vc1.1_LOC5522276, exon 1 of 10)	-exon (Nvec_vc1.1_LOC5522276, exon 1 of 10)	205	Nvec_vc1.1_LOC5522276	Nvec_vc1.1_LOC5522276	Nvec_vc1.1_XM_032367445			LOC5522276			NA
Fox_neg_R2.mLb.clN_peak_3226	NC_064036.1	6023328	6023871	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC116618478)	-promoter-TSS (Nvec_vc1.1_LOC116618478)	-773	Nvec_vc1.1_LOC116618478	Nvec_vc1.1_LOC116618478	Nvec_vc1.1_XM_032382196			LOC116618478			NA
Fox_neg_R2.mLb.clN_peak_10868	NC_064043.1	991080	991301	+	43	NA	Intergenic	Intergenic	-1348	Nvec_NVE24689	Nvec_NVE24689	Nvec_NVE24689						NA
Fox_neg_R2.mLb.clN_peak_2864	NC_064036.1	840312	840572	+	43	NA	exon (Nvec_vc1.1_LOC5517020, exon 1 of 11)	-exon (Nvec_vc1.1_LOC5517020, exon 1 of 11)	1187	Nvec_vc1.1_LOC5517020	Nvec_vc1.1_LOC5517020	Nvec_vc1.1_XM_048725777			LOC5517020			NA
Fox_neg_R2.mLb.clN_peak_1310	NC_064034.1	21315854	21316386	+	43	NA	intron (Nvec_vc1.1_LOC116601989, intron 3 of 4)	-intron (Nvec_vc1.1_LOC116601989, intron 3 of 4)	7401	Nvec_vc1.1_LOC116615546	Nvec_vc1.1_LOC116615546	Nvec_vc1.1_XM_048725611			LOC116615546			NA
Fox_neg_R2.mLb.clN_peak_15138	NC_064047.1	10850907	10851473	+	43	NA	intron (Nvec_vc1.1_LOC116612381, intron 3 of 4)	-intron (Nvec_vc1.1_LOC116612381, intron 3 of 4)	2260	Nvec_vc1.1_LOC116612381	Nvec_vc1.1_LOC116612381	Nvec_vc1.1_XM_048722264			LOC116612381			NA
Fox_neg_R2.mLb.clN_peak_11302	NC_064043.1	7622422	7623053	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5522019)	-promoter-TSS (Nvec_vc1.1_LOC5522019)	7	Nvec_vc1.1_LOC5522019	Nvec_vc1.1_LOC5522019	Nvec_vc1.1_XM_001641622			LOC5522019			NA
Fox_neg_R2.mLb.clN_peak_10720	NC_064042.1	14333616	14333930	+	43	NA	TTS (Nvec_vc1.1_LOC116614255)	-TTS (Nvec_vc1.1_LOC116614255)	-6766	Nvec_vc1.1_LOC125572421	Nvec_vc1.1_LOC125572421	Nvec_vc1.1_XM_048732922			LOC125572421			NA
Fox_neg_R2.mLb.clN_peak_14963	NC_064047.1	7152792	7153051	+	43	NA	TTS (Nvec_vc1.1_LOC5503128)	-TTS (Nvec_vc1.1_LOC5503128)	179	Nvec_vc1.1_LOC116610684	Nvec_vc1.1_LOC116610684	Nvec_vc1.1_XM_048721425			LOC116610684			NA
Fox_neg_R2.mLb.clN_peak_8804	NC_064040.1	17832579	17832869	+	43	NA	Intergenic	Intergenic	-7030	Nvec_NVE2577	Nvec_NVE2577	Nvec_NVE2577						NA
Fox_neg_R2.mLb.clN_peak_13969	NC_064046.1	4296466	4297124	+	43	NA	Intergenic	Intergenic	10006	Nvec_vc1.1_LOC5512249	Nvec_vc1.1_LOC5512249	Nvec_vc1.1_XM_001632569			LOC5512249			NA
Fox_neg_R2.mLb.clN_peak_6307	NC_064038.1	13949164	13949706	+	43	NA	Intergenic	Intergenic	-13295	Nvec_vc1.1_LOC5513992	Nvec_vc1.1_LOC5513992	Nvec_vc1.1_XM_032383560			LOC5513992			NA
Fox_neg_R2.mLb.clN_peak_3430	NC_064036.1	9113457	9113704	+	43	NA	intron (Nvec_vc1.1_LOC116618126, intron 8 of 9)	-intron (Nvec_vc1.1_LOC116618126, intron 8 of 9)	6841	Nvec_vc1.1_LOC116618126	Nvec_vc1.1_LOC116618126	Nvec_vc1.1_XM_048724827			LOC116618126			NA
Fox_neg_R2.mLb.clN_peak_1664	NC_064035.1	4600546	4600906	+	43	NA	intron (Nvec_vc1.1_LOC5508910, intron 8 of 8)	-intron (Nvec_vc1.1_LOC5508910, intron 8 of 8)	8051	Nvec_vc1.1_LOC5508910	Nvec_vc1.1_LOC5508910	Nvec_vc1.1_XM_032377745			LOC5508910			NA
Fox_neg_R2.mLb.clN_peak_15910	NC_064048.1	10188978	10189444	+	43	NA	Intergenic	Intergenic	5315	Nvec_v1g242079	Nvec_v1g242079	Nvec_v1g242079						NA
Fox_neg_R2.mLb.clN_peak_14283	NC_064046.1	10413256	10413682	+	43	NA	Intergenic	Intergenic	-4385	Nvec_vc1.1_LOC116619034	Nvec_vc1.1_LOC116619034	Nvec_vc1.1_XM_032383326			LOC116619034			NA
Fox_neg_R2.mLb.clN_peak_15734	NC_064048.1	6962008	6962277	+	43	NA	TTS (Nvec_vc1.1_LOC5503440)	-TTS (Nvec_vc1.1_LOC5503440)	-4280	Nvec_vc1.1_LOC5503446	Nvec_vc1.1_LOC5503446	Nvec_vc1.1_XM_001624474			LOC5503446			NA
Fox_neg_R2.mLb.clN_peak_1246	NC_064034.1	20545960	20546333	+	43	NA	exon (Nvec_vc1.1_LOC116603374, exon 1 of 2)	-exon (Nvec_vc1.1_LOC116603374, exon 1 of 2)	4523	Nvec_vc1.1_LOC116603374	Nvec_vc1.1_LOC116603374	Nvec_vc1.1_XM_048724147			LOC116603374			NA
Fox_neg_R2.mLb.clN_peak_14449	NC_064046.1	13017974	13018718	+	43	NA	exon (Nvec_vc1.1_LOC5508038, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5508038, exon 1 of 1)	1061	Nvec_vc1.1_LOC5508038	Nvec_vc1.1_LOC5508038	Nvec_vc1.1_XM_032376820			LOC5508038			NA
Fox_neg_R2.mLb.clN_peak_5740	NC_064038.1	4633418	4633829	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5509167)	-promoter-TSS (Nvec_vc1.1_LOC5509167)	-465	Nvec_vc1.1_LOC5509167	Nvec_vc1.1_LOC5509167	Nvec_vc1.1_XM_001629660			LOC5509167			NA
Fox_neg_R2.mLb.clN_peak_9948	NC_064042.1	2045034	2045339	+	43	NA	exon (Nvec_vc1.1_LOC5509930, exon 4 of 6)	-exon (Nvec_vc1.1_LOC5509930, exon 4 of 6)	2953	Nvec_vc1.1_LOC5509930	Nvec_vc1.1_LOC5509930	Nvec_vc1.1_XM_048732360			LOC5509930			NA
Fox_neg_R2.mLb.clN_peak_5300	NC_064037.1	15993965	15994168	+	43	NA	TTS (Nvec_vc1.1_LOC5516152)	-TTS (Nvec_vc1.1_LOC5516152)	1889	Nvec_vc1.1_LOC5516152	Nvec_vc1.1_LOC5516152	Nvec_vc1.1_XM_032385911			LOC5516152			NA
Fox_neg_R2.mLb.clN_peak_10089	NC_064042.1	4547298	4547694	+	43	NA	intron (Nvec_vc1.1_LOC5517283, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5517283, intron 1 of 2)	4857	Nvec_vc1.1_LOC5517283	Nvec_vc1.1_LOC5517283	Nvec_vc1.1_XM_032387315			LOC5517283			NA
Fox_neg_R2.mLb.clN_peak_11759	NC_064043.1	13807908	13808289	+	43	NA	intron (Nvec_vc1.1_LOC116604858, intron 2 of 9)	-intron (Nvec_vc1.1_LOC116604858, intron 2 of 9)	3263	Nvec_vc1.1_LOC116604858	Nvec_vc1.1_LOC116604858	Nvec_vc1.1_XM_048733334			LOC116604858			NA
Fox_neg_R2.mLb.clN_peak_11609	NC_064043.1	11861461	11861887	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5510602)	-promoter-TSS (Nvec_vc1.1_LOC5510602)	-21	Nvec_vc1.1_LOC5510602	Nvec_vc1.1_LOC5510602	Nvec_vc1.1_XM_001631001			LOC5510602			NA
Fox_neg_R2.mLb.clN_peak_9137	NC_064041.1	5312298	5312599	+	43	NA	intron (Nvec_vc1.1_LOC5501705, intron 10 of 14)	-intron (Nvec_vc1.1_LOC5501705, intron 10 of 14)	16375	Nvec_vc1.1_LOC5501705	Nvec_vc1.1_LOC5501705	Nvec_vc1.1_XM_001622927			LOC5501705			NA
Fox_neg_R2.mLb.clN_peak_5614	NC_064038.1	3012902	3013284	+	43	NA	exon (Nvec_v1g217824, exon 1 of 3)	-exon (Nvec_v1g217824, exon 1 of 3)	917	Nvec_v1g217824	Nvec_v1g217824	Nvec_v1g217824						NA
Fox_neg_R2.mLb.clN_peak_9683	NC_064041.1	14666161	14666412	+	43	NA	intron (Nvec_vc1.1_LOC116617175, intron 1 of 8)	-intron (Nvec_vc1.1_LOC116617175, intron 1 of 8)	697	Nvec_vc1.1_LOC116617175	Nvec_vc1.1_LOC116617175	Nvec_vc1.1_XM_032379638			LOC116617175			NA
Fox_neg_R2.mLb.clN_peak_9699	NC_064041.1	14924840	14925075	+	43	NA	intron (Nvec_vc1.1_LOC5510516, intron 2 of 28)	-intron (Nvec_vc1.1_LOC5510516, intron 2 of 28)	1613	Nvec_vc1.1_LOC5510516	Nvec_vc1.1_LOC5510516	Nvec_vc1.1_XM_032379648			LOC5510516			NA
Fox_neg_R2.mLb.clN_peak_15278	NC_064047.1	14204395	14204649	+	43	NA	Intergenic	Intergenic	4451	Nvec_vc1.1_LOC116611732	Nvec_vc1.1_LOC116611732	Nvec_vc1.1_XM_032372236			LOC116611732			NA
Fox_neg_R2.mLb.clN_peak_6850	NC_064039.1	4135720	4136355	+	43	NA	intron (Nvec_vc1.1_LOC5502641, intron 1 of 5)	-intron (Nvec_vc1.1_LOC5502641, intron 1 of 5)	9782	Nvec_vc1.1_LOC5502641	Nvec_vc1.1_LOC5502641	Nvec_vc1.1_XM_032370917			LOC5502641			NA
Fox_neg_R2.mLb.clN_peak_13443	NC_064045.1	11592349	11592578	+	43	NA	intron (Nvec_vc1.1_LOC116603912, intron 1 of 2)	-intron (Nvec_vc1.1_LOC116603912, intron 1 of 2)	1113	Nvec_vc1.1_LOC116603912	Nvec_vc1.1_LOC116603912	Nvec_vc1.1_XM_048719665			LOC116603912			NA
Fox_neg_R2.mLb.clN_peak_15354	NC_064048.1	550674	551058	+	43	NA	Intergenic	Intergenic	-12920	Nvec_vc1.1_LOC116618880	Nvec_vc1.1_LOC116618880	Nvec_vc1.1_XM_032383022			LOC116618880			NA
Fox_neg_R2.mLb.clN_peak_13475	NC_064045.1	12112311	12112751	+	43	NA	exon (Nvec_vc1.1_LOC5520525, exon 1 of 6)	-exon (Nvec_vc1.1_LOC5520525, exon 1 of 6)	135	Nvec_vc1.1_LOC5520525	Nvec_vc1.1_LOC5520525	Nvec_vc1.1_XM_048719986			LOC5520525			NA
Fox_neg_R2.mLb.clN_peak_5604	NC_064038.1	2403593	2404108	+	43	NA	exon (Nvec_vc1.1_LOC5502948, exon 1 of 4)	-exon (Nvec_vc1.1_LOC5502948, exon 1 of 4)	304	Nvec_vc1.1_LOC5502948	Nvec_vc1.1_LOC5502948	Nvec_vc1.1_XM_048728149			LOC5502948			NA
Fox_neg_R2.mLb.clN_peak_326	NC_064034.1	5267946	5268209	+	43	NA	intron (Nvec_vc1.1_LOC5510655, intron 1 of 41)	-intron (Nvec_vc1.1_LOC5510655, intron 1 of 41)	-4284	Nvec_NVE1099	Nvec_NVE1099	Nvec_NVE1099						NA
Fox_neg_R2.mLb.clN_peak_15973	NC_064048.1	11095810	11096070	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5499198)	-promoter-TSS (Nvec_vc1.1_LOC5499198)	-689	Nvec_vc1.1_LOC5499198	Nvec_vc1.1_LOC5499198	Nvec_vc1.1_XM_048722525			LOC5499198			NA
Fox_neg_R2.mLb.clN_peak_10111	NC_064042.1	4872790	4873319	+	43	NA	intron (Nvec_vc1.1_LOC116617491, intron 3 of 5)	-intron (Nvec_vc1.1_LOC116617491, intron 3 of 5)	2052	Nvec_vc1.1_LOC116617491	Nvec_vc1.1_LOC116617491	Nvec_vc1.1_XM_048732213			LOC116617491			NA
Fox_neg_R2.mLb.clN_peak_5403	NC_064037.1	17241085	17241419	+	43	NA	Intergenic	Intergenic	-1508	Nvec_vc1.1_LOC5511294	Nvec_vc1.1_LOC5511294	Nvec_vc1.1_XM_001631664			LOC5511294			NA
Fox_neg_R2.mLb.clN_peak_8508	NC_064040.1	12622891	12623466	+	43	NA	Intergenic	Intergenic	-1403	Nvec_vc1.1_LOC116613568	Nvec_vc1.1_LOC116613568	Nvec_vc1.1_XM_048730717			LOC116613568			NA
Fox_neg_R2.mLb.clN_peak_3197	NC_064036.1	5687996	5688251	+	43	NA	exon (Nvec_vc1.1_LOC5512749, exon 1 of 10)	-exon (Nvec_vc1.1_LOC5512749, exon 1 of 10)	114	Nvec_vc1.1_LOC5512749	Nvec_vc1.1_LOC5512749	Nvec_vc1.1_XM_032382238			LOC5512749			NA
Fox_neg_R2.mLb.clN_peak_10332	NC_064042.1	8288648	8289066	+	43	NA	intron (Nvec_vc1.1_LOC5515459, intron 75 of 88)	-intron (Nvec_vc1.1_LOC5515459, intron 75 of 88)	-24633	Nvec_v1g66101	Nvec_v1g66101	Nvec_v1g66101						NA
Fox_neg_R2.mLb.clN_peak_6240	NC_064038.1	12721225	12721560	+	43	NA	intron (Nvec_vc1.1_LOC5514182, intron 12 of 12)	-intron (Nvec_vc1.1_LOC5514182, intron 12 of 12)	3229	Nvec_vc1.1_LOC5514184	Nvec_vc1.1_LOC5514184	Nvec_vc1.1_XM_001634336			LOC5514184			NA
Fox_neg_R2.mLb.clN_peak_1529	NC_064035.1	2754305	2755089	+	43	NA	intron (Nvec_vc1.1_LOC5515535, intron 1 of 14)	-intron (Nvec_vc1.1_LOC5515535, intron 1 of 14)	591	Nvec_vc1.1_LOC5515535	Nvec_vc1.1_LOC5515535	Nvec_vc1.1_XM_032385202			LOC5515535			NA
Fox_neg_R2.mLb.clN_peak_8904	NC_064041.1	1911666	1912138	+	43	NA	exon (Nvec_vc1.1_LOC116608380, exon 6 of 6)	-exon (Nvec_vc1.1_LOC116608380, exon 6 of 6)	-8302	Nvec_vc1.1_LOC116609421	Nvec_vc1.1_LOC116609421	Nvec_vc1.1_XM_032370248			LOC116609421			NA
Fox_neg_R2.mLb.clN_peak_2670	NC_064035.1	19412846	19413072	+	43	NA	intron (Nvec_vc1.1_LOC5525241, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5525241, intron 1 of 3)	910	Nvec_vc1.1_LOC5525241	Nvec_vc1.1_LOC5525241	Nvec_vc1.1_XM_032375682			LOC5525241			NA
Fox_neg_R2.mLb.clN_peak_7515	NC_064039.1	13951508	13951790	+	43	NA	intron (Nvec_vc1.1_LOC116614753, intron 2 of 16)	-intron (Nvec_vc1.1_LOC116614753, intron 2 of 16)	1486	Nvec_vc1.1_LOC116614753	Nvec_vc1.1_LOC116614753	Nvec_vc1.1_XM_048728794			LOC116614753			NA
Fox_neg_R2.mLb.clN_peak_10256	NC_064042.1	6919479	6919846	+	43	NA	intron (Nvec_vc1.1_LOC5518182, intron 2 of 8)	-intron (Nvec_vc1.1_LOC5518182, intron 2 of 8)	614	Nvec_vc1.1_LOC5518182	Nvec_vc1.1_LOC5518182	Nvec_vc1.1_XM_001638048			LOC5518182			NA
Fox_neg_R2.mLb.clN_peak_7765	NC_064040.1	1610830	1611247	+	43	NA	Intergenic	Intergenic	-9759	Nvec_vc1.1_LOC116618061	Nvec_vc1.1_LOC116618061	Nvec_vc1.1_XM_032381350			LOC116618061			NA
Fox_neg_R2.mLb.clN_peak_8725	NC_064040.1	16249159	16249467	+	43	NA	intron (Nvec_vc1.1_LOC5499622, intron 2 of 2)	-intron (Nvec_vc1.1_LOC5499622, intron 2 of 2)	6194	Nvec_vc1.1_LOC5499622	Nvec_vc1.1_LOC5499622	Nvec_vc1.1_XM_001621161			LOC5499622			NA
Fox_neg_R2.mLb.clN_peak_2784	NC_064035.1	21243276	21243477	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC125560917)	-promoter-TSS (Nvec_vc1.1_LOC125560917)	-110	Nvec_vc1.1_LOC125560917	Nvec_vc1.1_LOC125560917	Nvec_vc1.1_XM_048723323			LOC125560917			NA
Fox_neg_R2.mLb.clN_peak_11819	NC_064043.1	14491014	14491428	+	43	NA	intron (Nvec_vc1.1_LOC116616294, intron 1 of 6)	-intron (Nvec_vc1.1_LOC116616294, intron 1 of 6)	823	Nvec_vc1.1_LOC116616294	Nvec_vc1.1_LOC116616294	Nvec_vc1.1_XM_032378353			LOC116616294			NA
Fox_neg_R2.mLb.clN_peak_12038	NC_064044.1	3373187	3373526	+	43	NA	TTS (Nvec_vc1.1_LOC116616893)	-TTS (Nvec_vc1.1_LOC116616893)	5491	Nvec_vc1.1_LOC116616893	Nvec_vc1.1_LOC116616893	Nvec_vc1.1_XM_032379054			LOC116616893			NA
Fox_neg_R2.mLb.clN_peak_8799	NC_064040.1	17732952	17733272	+	43	NA	exon (Nvec_vc1.1_LOC116617286, exon 1 of 6)	-exon (Nvec_vc1.1_LOC116617286, exon 1 of 6)	113	Nvec_vc1.1_LOC116617286	Nvec_vc1.1_LOC116617286	Nvec_vc1.1_XM_032379887			LOC116617286			NA
Fox_neg_R2.mLb.clN_peak_13259	NC_064045.1	8708038	8708447	+	43	NA	exon (Nvec_vc1.1_LOC116617909, exon 6 of 6)	-exon (Nvec_vc1.1_LOC116617909, exon 6 of 6)	4773	Nvec_vc1.1_LOC116617909	Nvec_vc1.1_LOC116617909	Nvec_vc1.1_XM_032381108			LOC116617909			NA
Fox_neg_R2.mLb.clN_peak_10908	NC_064043.1	1856798	1857108	+	43	NA	intron (Nvec_vc1.1_LOC5512164, intron 22 of 34)	-intron (Nvec_vc1.1_LOC5512164, intron 22 of 34)	-8611	Nvec_vc1.1_LOC5512166	Nvec_vc1.1_LOC5512166	Nvec_vc1.1_XM_032381543			LOC5512166			NA
Fox_neg_R2.mLb.clN_peak_8560	NC_064040.1	13465763	13466075	+	43	NA	exon (Nvec_vc1.1_LOC125568239, exon 2 of 4)	-exon (Nvec_vc1.1_LOC125568239, exon 2 of 4)	385	Nvec_vc1.1_LOC125568239	Nvec_vc1.1_LOC125568239	Nvec_vc1.1_XM_048729918			LOC125568239			NA
Fox_neg_R2.mLb.clN_peak_6532	NC_064039.1	56796	57002	+	43	NA	intron (Nvec_vc1.1_LOC5511462, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5511462, intron 1 of 3)	1307	Nvec_vc1.1_LOC5511462	Nvec_vc1.1_LOC5511462	Nvec_vc1.1_XM_001631817			LOC5511462			NA
Fox_neg_R2.mLb.clN_peak_10644	NC_064042.1	13458711	13458991	+	43	NA	exon (Nvec_vc1.1_LOC5505415, exon 23 of 44)	-exon (Nvec_vc1.1_LOC5505415, exon 23 of 44)	-13784	Nvec_vc1.1_LOC116609797	Nvec_vc1.1_LOC116609797	Nvec_vc1.1_XM_048731960			LOC116609797			NA
Fox_neg_R2.mLb.clN_peak_14645	NC_064047.1	1806870	1807194	+	43	NA	exon (Nvec_vc1.1_LOC116602230, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116602230, exon 1 of 1)	231	Nvec_vc1.1_LOC116602230	Nvec_vc1.1_LOC116602230	Nvec_vc1.1_XM_032363508			LOC116602230			NA
Fox_neg_R2.mLb.clN_peak_12989	NC_064045.1	4012585	4013004	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5516893)	-promoter-TSS (Nvec_vc1.1_LOC5516893)	58	Nvec_vc1.1_LOC5516893	Nvec_vc1.1_LOC5516893	Nvec_vc1.1_XM_032386865			LOC5516893			NA
Fox_neg_R2.mLb.clN_peak_6441	NC_064038.1	16827374	16827677	+	43	NA	intron (Nvec_vc1.1_LOC116615308, intron 9 of 31)	-intron (Nvec_vc1.1_LOC116615308, intron 9 of 31)	-35501	Nvec_vc1.1_LOC5508073	Nvec_vc1.1_LOC5508073	Nvec_vc1.1_XM_001628641			LOC5508073			NA
Fox_neg_R2.mLb.clN_peak_8341	NC_064040.1	10203140	10203443	+	43	NA	Intergenic	Intergenic	14626	Nvec_vc1.1_LOC5518925	Nvec_vc1.1_LOC5518925	Nvec_vc1.1_XM_032363728			LOC5518925			NA
Fox_neg_R2.mLb.clN_peak_11909	NC_064043.1	15832065	15832290	+	43	NA	intron (Nvec_vc1.1_LOC116618188, intron 15 of 16)	-intron (Nvec_vc1.1_LOC116618188, intron 15 of 16)	45599	Nvec_vc1.1_LOC116618188	Nvec_vc1.1_LOC116618188	Nvec_vc1.1_XM_048733175			LOC116618188			NA
Fox_neg_R2.mLb.clN_peak_2447	NC_064035.1	16367133	16367601	+	43	NA	intron (Nvec_vc1.1_LOC5515709, intron 37 of 64)	-intron (Nvec_vc1.1_LOC5515709, intron 37 of 64)	-18811	Nvec_vc1.1_LOC5515695	Nvec_vc1.1_LOC5515695	Nvec_vc1.1_XM_001635769			LOC5515695			NA
Fox_neg_R2.mLb.clN_peak_12640	NC_064044.1	13080035	13080268	+	43	NA	intron (Nvec_vc1.1_LOC5517585, intron 10 of 11)	-intron (Nvec_vc1.1_LOC5517585, intron 10 of 11)	9227	Nvec_vc1.1_LOC116601241	Nvec_vc1.1_LOC116601241	Nvec_vc1.1_XM_048734042			LOC116601241			NA
Fox_neg_R2.mLb.clN_peak_881	NC_064034.1	14202423	14202744	+	43	NA	exon (Nvec_vc1.1_LOC125570079, exon 1 of 2)	-exon (Nvec_vc1.1_LOC125570079, exon 1 of 2)	633	Nvec_vc1.1_LOC125570079	Nvec_vc1.1_LOC125570079	Nvec_vc1.1_XM_048730895			LOC125570079			NA
Fox_neg_R2.mLb.clN_peak_3250	NC_064036.1	6324369	6324632	+	43	NA	Intergenic	Intergenic	-3144	Nvec_vc1.1_LOC116612168	Nvec_vc1.1_LOC116612168	Nvec_vc1.1_XM_048725515			LOC116612168			NA
Fox_neg_R2.mLb.clN_peak_12352	NC_064044.1	8508775	8509620	+	43	NA	intron (Nvec_vc1.1_LOC5518370, intron 1 of 7)	-intron (Nvec_vc1.1_LOC5518370, intron 1 of 7)	2767	Nvec_vc1.1_LOC5518370	Nvec_vc1.1_LOC5518370	Nvec_vc1.1_XM_001638324			LOC5518370			NA
Fox_neg_R2.mLb.clN_peak_2866	NC_064036.1	842402	843490	+	43	NA	TTS (Nvec_vc1.1_LOC116621114)	-TTS (Nvec_vc1.1_LOC116621114)	-1317	Nvec_vc1.1_LOC5517020	Nvec_vc1.1_LOC5517020	Nvec_vc1.1_XM_048725777			LOC5517020			NA
Fox_neg_R2.mLb.clN_peak_9287	NC_064041.1	7441339	7441770	+	43	NA	Intergenic	Intergenic	-3871	Nvec_vc1.1_LOC5511459	Nvec_vc1.1_LOC5511459	Nvec_vc1.1_XM_048731839			LOC5511459			NA
Fox_neg_R2.mLb.clN_peak_8190	NC_064040.1	8135240	8135827	+	43	NA	exon (Nvec_vc1.1_LOC5513049, exon 1 of 11)	-exon (Nvec_vc1.1_LOC5513049, exon 1 of 11)	148	Nvec_vc1.1_LOC5513049	Nvec_vc1.1_LOC5513049	Nvec_vc1.1_XM_048730233			LOC5513049			NA
Fox_neg_R2.mLb.clN_peak_9327	NC_064041.1	8169881	8170192	+	43	NA	Intergenic	Intergenic	83696	Nvec_vc1.1_LOC5500266	Nvec_vc1.1_LOC5500266	Nvec_vc1.1_XM_048731251			LOC5500266			NA
Fox_neg_R2.mLb.clN_peak_11045	NC_064043.1	3569865	3570463	+	43	NA	exon (Nvec_vc1.1_LOC116616351, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116616351, exon 1 of 1)	1499	Nvec_vc1.1_LOC116616351	Nvec_vc1.1_LOC116616351	Nvec_vc1.1_XM_032378440			LOC116616351			NA
Fox_neg_R2.mLb.clN_peak_5364	NC_064037.1	16744449	16744658	+	43	NA	Intergenic	Intergenic	-5154	Nvec_vc1.1_LOC125561831	Nvec_vc1.1_LOC125561831	Nvec_vc1.1_XM_048726364			LOC125561831			NA
Fox_neg_R2.mLb.clN_peak_10394	NC_064042.1	9160835	9161058	+	43	NA	intron (Nvec_vc1.1_LOC5504856, intron 11 of 21)	-intron (Nvec_vc1.1_LOC5504856, intron 11 of 21)	7828	Nvec_vc1.1_LOC5504856	Nvec_vc1.1_LOC5504856	Nvec_vc1.1_XM_048732596			LOC5504856			NA
Fox_neg_R2.mLb.clN_peak_10685	NC_064042.1	13823634	13823839	+	43	NA	intron (Nvec_vc1.1_LOC5503324, intron 11 of 35)	-intron (Nvec_vc1.1_LOC5503324, intron 11 of 35)	14756	Nvec_vc1.1_LOC5503338	Nvec_vc1.1_LOC5503338	Nvec_vc1.1_XM_001624373			LOC5503338			NA
