gene	og	pfam
Nvec_vc1.1_XM_001635120.3	zf-C2H2.HG1.207:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
Nvec_vc1.1_XM_032378403.2	zf-C2H2.HG1.209:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
Nvec_NVE3110	zf-C2H2.HG1.209:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
Nvec_vc1.1_XM_032371845.2	zf-C2H2.HG1.212:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
Nvec_v1g133479	zf-C2H2.HG1.212:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
Nvec_vc1.1_XM_048726734.1	zf-C2H2.HG1.234:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
Nvec_vc1.1_XM_001634519.3	zf-C2H2.HG21.0:ZNF622	ZNF622
Nvec_v1g184519	zf-C2H2.HG21.0:ZNF622	ZNF622
Nvec_v1g230810	zf-C2H2.HG23.0:ZNF34	ZNF34
Nvec_vc1.1_XM_048721821.1	zf-C2H2.HG23.0:ZNF34	ZNF34
Nvec_vc1.1_XM_032373020.2	zf-C2H2.HG23.0:ZNF34	ZNF34
Nvec_vc1.1_XM_048719441.1	zf-C2H2.HG24.0:ZNF599/ZSCAN25	ZNF599/ZSCAN25
Nvec_vc1.1_XM_032375602.2	zf-C2H2.HG25.1:INSM1/INSM2	INSM1/INSM2
Nvec_v1g121965	zf-C2H2.HG25.1:INSM1/INSM2	INSM1/INSM2
Nvec_vc1.1_XM_032378338.2	zf-C2H2.HG2.0:like:MTF1/ZNF76/ZNF143	
Nvec_vc1.1_XM_032380417.2	zf-C2H2.HG2.2:like:MTF1/ZNF76/ZNF143	
Nvec_vc1.1_XM_001638641.3	zf-C2H2.HG2.4:MTF1/ZNF76/ZNF143	
Nvec_vc1.1_XM_048730021.1	zf-C2H2.HG2.4:MTF1/ZNF76/ZNF143	
Nvec_v1g20538	zf-C2H2.HG2.4:MTF1/ZNF76/ZNF143	
Nvec_vc1.1_XM_001628045.2	zf-C2H2.HG2.4:MTF1/ZNF76/ZNF143	MTF1
Nvec_v1g82548	zf-C2H2.HG2.5:KLF15	KLF15
Nvec_vc1.1_XM_032366225.2	zf-C2H2.HG2.5:KLF15	KLF15
Nvec_v1g147359	zf-C2H2.HG2.9:like:KLF3/KLF5/KLF6/KLF7/KLF8/KLF12	
Nvec_vc1.1_XM_032367802.2	zf-C2H2.HG2.9:like:KLF3/KLF5/KLF6/KLF7/KLF8/KLF12	
Nvec_vc1.1_XM_001639547.3	zf-C2H2.HG2.11:KLF10/KLF11	KLF10/KLF11
Nvec_v1g39461	zf-C2H2.HG2.11:KLF10/KLF11	KLF10/KLF11
Nvec_v1g19278	zf-C2H2.HG2.12:KLF9/KLF13/KLF14/KLF16	KLF13/KLF14/KLF16/KLF9
Nvec_vc1.1_v1g19278	zf-C2H2.HG2.12:KLF9/KLF13/KLF14/KLF16	KLF13/KLF14/KLF16/KLF9
Nvec_v1g28237	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	SP5
Nvec_v1g27142	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	SP2
Nvec_v1g99612	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	SP6/SP7/SP8/SP9
Nvec_vc1.1_XM_032384420.2	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	SP6/SP7/SP8/SP9
Nvec_vc1.1_XM_032384447.2	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	SP2
Nvec_vc1.1_XM_032384450.2	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	SP5
Nvec_vc1.1_XM_001634132.3	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	
Nvec_v1g101900	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	
Nvec_v1g229565	zf-C2H2.HG2.18:like:KLF5/KLF6/KLF7	
Nvec_vc1.1_XM_032381562.2	zf-C2H2.HG2.18:like:KLF5/KLF6/KLF7	
Nvec_vc1.1_XM_032369437.2	zf-C2H2.HG2.20:KLF6/KLF7	KLF6/KLF7
Nvec_vc1.1_XM_032381586.2	zf-C2H2.HG2.21:KLF5	KLF5
Nvec_v1g107193	zf-C2H2.HG2.21:KLF5	KLF5
Nvec_v1g6843	zf-C2H2.HG2.22:like:MTF1/ZNF76/ZNF143	
Nvec_v1g148776	zf-C2H2.HG32.2:NA	
Nvec_v1g111220	zf-C2H2.HG32.2:NA	
Nvec_v1g91940	zf-C2H2.HG32.2:NA	
Nvec_v1g112357	zf-C2H2.HG36.2:ZNF425	ZNF425
Nvec_vc1.1_XM_048731647.1	zf-C2H2.HG36.2:ZNF425	ZNF425
Nvec_v1g98639	zf-C2H2.HG3.0:like:AC002310.4/BCL6/HINFP/HIVEP2/HIVEP3/PRDM9/RREB1/YY1/YY2/ZBTB16/ZBTB17/ZBTB40/ZFP42/ZFP62/ZFP92/ZFPM1/ZKSCAN3/ZKSCAN4/ZKSCAN5/ZKSCAN8/ZNF48/ZNF70/ZNF148/ZNF169/ZNF181/ZNF281/ZNF302/ZNF407/ZNF408/ZNF469/ZNF516/ZNF517/ZNF524/ZNF547/ZNF579/ZNF581/ZNF584/ZNF628/ZNF641/ZNF740/ZNF746/ZNF747/ZNF764/ZNF770/ZNF787/ZNF831/ZNF837/ZNF841/ZSCAN9/ZSCAN21/ZSCAN32	
Nvec_vc1.1_XM_032384768.2	zf-C2H2.HG3.0:like:AC002310.4/BCL6/HINFP/HIVEP2/HIVEP3/PRDM9/RREB1/YY1/YY2/ZBTB16/ZBTB17/ZBTB40/ZFP42/ZFP62/ZFP92/ZFPM1/ZKSCAN3/ZKSCAN4/ZKSCAN5/ZKSCAN8/ZNF48/ZNF70/ZNF148/ZNF169/ZNF181/ZNF281/ZNF302/ZNF407/ZNF408/ZNF469/ZNF516/ZNF517/ZNF524/ZNF547/ZNF579/ZNF581/ZNF584/ZNF628/ZNF641/ZNF740/ZNF746/ZNF747/ZNF764/ZNF770/ZNF787/ZNF831/ZNF837/ZNF841/ZSCAN9/ZSCAN21/ZSCAN32	
Nvec_vc1.1_XM_032363417.2	zf-C2H2.HG3.2:ZBTB17	ZBTB17
Nvec_v1g200306	zf-C2H2.HG3.2:ZBTB17	ZBTB17
Nvec_v1g100176	zf-C2H2.HG3.3:ZNF641	ZNF641
Nvec_vc1.1_XM_032384134.2	zf-C2H2.HG3.3:ZNF641	ZNF641
Nvec_v1g157074	zf-C2H2.HG3.6:ZBTB40	ZBTB40
Nvec_v1g150948	zf-C2H2.HG3.6:ZBTB40	ZBTB40
Nvec_vc1.1_XM_001641129.3	zf-C2H2.HG3.8:like:ZNF770	
Nvec_v1g81344	zf-C2H2.HG3.8:like:ZNF770	
Nvec_v1g52811	zf-C2H2.HG3.9:ZNF770	ZNF770
Nvec_vc1.1_XM_001639766.3	zf-C2H2.HG3.18:like:HINFP/HIVEP2/HIVEP3/RREB1/YY1/YY2/ZFP42/ZFPM1/ZNF148/ZNF281/ZNF407/ZNF469/ZNF516/ZNF740/ZNF831	
Nvec_v1g85463	zf-C2H2.HG3.18:like:HINFP/HIVEP2/HIVEP3/RREB1/YY1/YY2/ZFP42/ZFPM1/ZNF148/ZNF281/ZNF407/ZNF469/ZNF516/ZNF740/ZNF831	
Nvec_v1g154925	zf-C2H2.HG3.20:ZNF516	ZNF516
Nvec_v1g85109	zf-C2H2.HG3.20:ZNF516	ZNF516
Nvec_v1g3320	zf-C2H2.HG3.20:ZNF516	
Nvec_vc1.1_XM_032364195.2	zf-C2H2.HG3.22:like:HINFP/HIVEP2/HIVEP3/RREB1/YY1/YY2/ZFP42/ZFPM1/ZNF148/ZNF281/ZNF407/ZNF469/ZNF516/ZNF740/ZNF831	
Nvec_v1g87316	zf-C2H2.HG3.22:like:HINFP/HIVEP2/HIVEP3/RREB1/YY1/YY2/ZFP42/ZFPM1/ZNF148/ZNF281/ZNF407/ZNF469/ZNF516/ZNF740/ZNF831	
Nvec_vc1.1_XM_032376736.2	zf-C2H2.HG3.23:like:HINFP/RREB1/ZFPM1	
Nvec_v1g119386	zf-C2H2.HG3.23:like:HINFP/RREB1/ZFPM1	
Nvec_v1g89106	zf-C2H2.HG3.33:like:HINFP/RREB1/ZFPM1	
Nvec_v1g118750	zf-C2H2.HG3.36:YY1/YY2/ZFP42	YY2/ZFP42
Nvec_vc1.1_XM_048729815.1	zf-C2H2.HG3.36:YY1/YY2/ZFP42	YY2/ZFP42
Nvec_v1g121294	zf-C2H2.HG4.0:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	
Nvec_vc1.1_XM_032375915.2	zf-C2H2.HG4.0:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	
Nvec_v1g242586	zf-C2H2.HG4.1:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	
Nvec_v1g37085	zf-C2H2.HG4.1:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	
Nvec_vc1.1_XM_001633772.3	zf-C2H2.HG4.1:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	
Nvec_NVE3182	zf-C2H2.HG4.1:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	
Nvec_vc1.1_XM_032364704.2	zf-C2H2.HG4.1:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	
Nvec_vc1.1_XM_048729481.1	zf-C2H2.HG4.3:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	
Nvec_v1g25267	zf-C2H2.HG4.3:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	
Nvec_vc1.1_XM_048729483.1	zf-C2H2.HG4.4:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	
Nvec_vc1.1_XM_048728976.1	zf-C2H2.HG4.5:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	
Nvec_v1g121215	zf-C2H2.HG4.5:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	
Nvec_v1g108729	zf-C2H2.HG4.7:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	
Nvec_vc1.1_XM_032381020.2	zf-C2H2.HG4.7:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	
Nvec_vc1.1_XM_001636447.3	zf-C2H2.HG4.9:GLIS2	GLIS2
Nvec_v1g95177	zf-C2H2.HG4.9:GLIS2	GLIS2
Nvec_vc1.1_XM_048724012.1	zf-C2H2.HG4.10:GLI1/GLI2/GLI3	GLI1/GLI2/GLI3
Nvec_v1g116463	zf-C2H2.HG4.10:GLI1/GLI2/GLI3	GLI1/GLI2/GLI3
Nvec_vc1.1_XM_001637190.3	zf-C2H2.HG4.11:GLIS1/GLIS3	GLIS1/GLIS3
Nvec_v1g37793	zf-C2H2.HG4.11:GLIS1/GLIS3	GLIS1/GLIS3
Nvec_vc1.1_XM_048732829.1	zf-C2H2.HG52.0:NA	
Nvec_vc1.1_XM_032382967.2	zf-C2H2.HG52.0:NA	
Nvec_vc1.1_XM_032381766.2	zf-C2H2.HG52.0:NA	
Nvec_vc1.1_XM_048733140.1	zf-C2H2.HG52.0:NA	
Nvec_vc1.1_XM_032372072.2	zf-C2H2.HG52.0:NA	
Nvec_v1g33613	zf-C2H2.HG57.1:like:ZBTB48	
Nvec_vc1.1_XM_032387218.2	zf-C2H2.HG57.1:like:ZBTB48	
Nvec_vc1.1_XM_048721411.1	zf-C2H2.HG66.0:ZNF8	ZNF8
Nvec_v1g34890	zf-C2H2.HG66.0:ZNF8	ZNF8
Nvec_vc1.1_XM_048722635.1	zf-C2H2.HG6.0:like:AL031681.3/KAT7/L3MBTL1/L3MBTL4/MYT1/MYT1L/ST18	
Nvec_v1g242817	zf-C2H2.HG6.2:MYT1/MYT1L/ST18	MYT1/MYT1L/ST18
Nvec_vc1.1_XM_048726174.1	zf-C2H2.HG6.2:MYT1/MYT1L/ST18	MYT1/MYT1L/ST18
Nvec_vc1.1_XM_048732677.1	zf-C2H2.HG6.3:KAT7	KAT7
Nvec_vc1.1_XM_032380141.2	zf-C2H2.HG6.6:L3MBTL4	L3MBTL4
Nvec_v1g187589	zf-C2H2.HG6.6:L3MBTL4	L3MBTL4
Nvec_vc1.1_XM_032380138.2	zf-C2H2.HG6.6:L3MBTL4	L3MBTL4
Nvec_v1g99684	zf-C2H2.HG70.1:NA	
Nvec_vc1.1_XM_048734691.1	zf-C2H2.HG70.1:NA	
Nvec_vc1.1_XM_032376715.2	zf-C2H2.HG73.0:NA	
Nvec_vc1.1_XM_001627361.3	zf-C2H2.HG74.0:NA	
Nvec_v1g123077	zf-C2H2.HG74.0:NA	
Nvec_v1g108258	zf-C2H2.HG7.4:SCRT1/SCRT2	SCRT1/SCRT2
